0.000000000000000000e+00 -2.016293314882474430e+00
2.040816326530612290e-01 4.257659496212188088e+00
4.081632653061224580e-01 8.838727952581694192e-01
6.122448979591836871e-01 2.138042358872730975e-01
8.163265306122449161e-01 -2.756881826374783184e+00
1.020408163265306145e+00 8.957354639046517519e-01
1.224489795918367374e+00 2.478756252585800901e+00
1.428571428571428603e+00 4.890003747063377482e+00
1.632653061224489832e+00 6.446614251571457288e+00
1.836734693877551061e+00 4.606006099405620446e+00
2.040816326530612290e+00 9.155316785109016919e+00
2.244897959183673741e+00 1.432198385863655510e+01
2.448979591836734748e+00 1.638720726879984468e+01
2.653061224489795755e+00 1.991586448221137928e+01
2.857142857142857206e+00 2.454212559278033012e+01
3.061224489795918657e+00 3.080205207993137861e+01
3.265306122448979664e+00 3.237318691997926123e+01
3.469387755102040671e+00 3.680284677591311038e+01
3.673469387755102122e+00 4.449864833727139768e+01
3.877551020408163573e+00 4.706128355452717216e+01
4.081632653061224580e+00 5.562802234599119089e+01
4.285714285714285587e+00 6.048322296440361612e+01
4.489795918367347483e+00 6.790852607844382760e+01
4.693877551020408490e+00 7.703043074489562514e+01
4.897959183673469497e+00 8.160284634879043608e+01
5.102040816326530503e+00 8.666703744917337815e+01
5.306122448979591510e+00 9.881937057936491442e+01
5.510204081632653406e+00 1.050849428132584080e+02
5.714285714285714413e+00 1.162119237716614037e+02
5.918367346938775420e+00 1.263661164265832184e+02
6.122448979591837315e+00 1.370011810619583059e+02
6.326530612244898322e+00 1.472975240771854999e+02
6.530612244897959329e+00 1.602517706983181824e+02
6.734693877551020336e+00 1.693203679602864611e+02
6.938775510204081343e+00 1.814741475284899082e+02
7.142857142857143238e+00 1.934766987229423023e+02
7.346938775510204245e+00 2.081198651807873148e+02
7.551020408163265252e+00 2.200397963258678260e+02
7.755102040816327147e+00 2.353209182377293303e+02
7.959183673469388154e+00 2.518191992199869844e+02
8.163265306122449161e+00 2.672380453525307189e+02
8.367346938775510168e+00 2.798750667000246040e+02
8.571428571428571175e+00 2.977176090543405280e+02
8.775510204081632182e+00 3.141501925781205387e+02
8.979591836734694965e+00 3.328289388474639168e+02
9.183673469387755972e+00 3.499448722468969208e+02
9.387755102040816979e+00 3.714148514930133160e+02
9.591836734693877986e+00 3.894357518801399465e+02
9.795918367346938993e+00 4.096904718237007614e+02
1.000000000000000000e+01 4.264914822638681358e+02
