0.000000000000000000e+00 -4.881968419624156397e-01
1.001001001001000992e-02 6.574038838172248100e-01
2.002002002002001985e-02 -4.868767180890223312e-01
3.003003003003002977e-02 -8.581352351530058264e-01
4.004004004004003969e-02 1.605962930324425164e+00
5.005005005005004615e-02 -5.458119271515118331e-01
6.006006006006005954e-02 -1.910121935716198927e+00
7.007007007007007293e-02 -8.213606665035044774e-01
8.008008008008007939e-02 -1.724982388182002335e+00
9.009009009009008584e-02 1.508109419930505180e+00
1.001001001001000923e-01 -4.063407547923811314e-01
1.101101101101101126e-01 2.670871119813689187e-02
1.201201201201201191e-01 5.712567247935967929e-01
1.301301301301301394e-01 -1.272884384759161325e+00
1.401401401401401459e-01 -4.817761625956786808e-01
1.501501501501501523e-01 -5.174934194483288286e-01
1.601601601601601588e-01 9.206123796479975807e-01
1.701701701701701652e-01 1.519836690029060744e+00
1.801801801801801717e-01 1.036106587692496861e-01
1.901901901901901781e-01 7.523952470280558247e-01
2.002002002002001846e-01 8.248476015075312251e-01
2.102102102102102188e-01 4.705132410284650346e-01
2.202202202202202252e-01 -4.173018124493576564e-01
2.302302302302302317e-01 6.843213959894050014e-01
2.402402402402402382e-01 -7.128057186747549512e-01
2.502502502502502724e-01 -1.251291459699321873e-02
2.602602602602602788e-01 1.554817918876907124e+00
2.702702702702702853e-01 8.837106416173911017e-01
2.802802802802802917e-01 5.632696422136040937e-01
2.902902902902902982e-01 -1.445745319350117297e+00
3.003003003003003046e-01 6.003449698399609957e-04
3.103103103103103111e-01 -6.065714355228135624e-01
3.203203203203203175e-01 1.367450418030621950e+00
3.303303303303303240e-01 -5.750304398159242769e-01
3.403403403403403304e-01 1.335759767607193726e+00
3.503503503503503369e-01 7.451511376215852467e-01
3.603603603603603434e-01 1.094724408486876133e+00
3.703703703703703498e-01 -5.731747053105187284e-01
3.803803803803803563e-01 1.730101747557398983e+00
3.903903903903903627e-01 -1.465737713382647689e-01
4.004004004004003692e-01 6.303625762063835847e-02
4.104104104104104311e-01 1.180977844112117481e+00
4.204204204204204376e-01 7.890882522225080020e-01
4.304304304304304440e-01 3.108384986277268336e-01
4.404404404404404505e-01 2.305030478047039866e-01
4.504504504504504570e-01 1.104559064781971633e+00
4.604604604604604634e-01 2.801375040772313696e+00
4.704704704704704699e-01 1.148757795346255328e+00
4.804804804804804763e-01 8.297648011855330852e-01
4.904904904904904828e-01 7.889055627962255901e-01
5.005005005005005447e-01 1.624433929340133975e+00
5.105105105105105512e-01 1.275174190276957109e+00
5.205205205205205576e-01 1.143936260953516859e+00
5.305305305305305641e-01 6.347854115455415780e-01
5.405405405405405705e-01 1.596662587303544933e+00
5.505505505505505770e-01 1.349296434642577092e+00
5.605605605605605835e-01 1.220022685218420833e+00
5.705705705705705899e-01 1.741147035075857330e-01
5.805805805805805964e-01 2.908574237091099413e-01
5.905905905905906028e-01 9.926184796192787374e-01
6.006006006006006093e-01 2.211545022289262086e+00
6.106106106106106157e-01 5.304419024181106224e-01
6.206206206206206222e-01 7.174215785101059062e-01
6.306306306306306286e-01 1.566626115321467561e+00
6.406406406406406351e-01 1.027636720411532423e+00
6.506506506506506415e-01 6.327140715129102588e-01
6.606606606606606480e-01 -3.110266363897251640e-01
6.706706706706706544e-01 -2.854260258287979468e-01
6.806806806806806609e-01 1.984106894336375992e+00
6.906906906906906674e-01 2.430797009129479047e+00
7.007007007007006738e-01 1.446913963361345701e+00
7.107107107107106803e-01 2.767591097675123457e+00
7.207207207207206867e-01 1.354721938136836057e+00
7.307307307307306932e-01 1.515277659432126667e+00
7.407407407407406996e-01 1.785693264321349893e+00
7.507507507507507061e-01 2.930740987735798164e+00
7.607607607607607125e-01 4.923235835092454327e-01
7.707707707707707190e-01 1.483929079439346488e+00
7.807807807807807254e-01 8.671184026810923040e-01
7.907907907907907319e-01 1.416521704145144778e+00
8.008008008008007383e-01 1.745404799947364083e+00
8.108108108108108558e-01 1.654940971599011545e+00
8.208208208208208623e-01 1.016628929487243704e+00
8.308308308308308687e-01 2.060784639423315578e+00
8.408408408408408752e-01 1.040870080741105097e+00
8.508508508508508816e-01 2.044093880749923375e+00
8.608608608608608881e-01 2.409755501133049815e+00
8.708708708708708945e-01 1.034898538843125770e+00
8.808808808808809010e-01 1.922258344135954422e+00
8.908908908908909074e-01 6.521920097342750466e-01
9.009009009009009139e-01 1.338179295157217563e+00
9.109109109109109204e-01 1.275149224051999930e+00
